Extracurricular Activities,Previous Scores,Hours Studied,Sleep Hours,Sample Question Papers Practiced,Performance Index
No,69,4,9,1,55
No,40,1,9,7,16
Yes,61,8,4,2,53
No,57,7,9,3,51
No,85,5,6,1,72
Yes,44,5,9,8,33
No,70,7,6,5,62
No,45,5,5,8,30
No,66,8,6,7,63
No,95,6,5,8,84
No,64,5,5,4,49
No,68,9,5,5,66
Yes,67,2,6,6,44
No,55,1,5,4,30
No,93,8,6,0,88
No,92,3,8,8,79
Yes,51,7,5,1,41
Yes,59,8,6,6,55
Yes,57,6,6,7,47
Yes,73,9,6,7,72
No,94,7,4,0,83
Yes,92,5,4,9,79
No,62,8,5,6,56
No,84,2,9,8,65
No,66,7,8,2,53
Yes,88,4,9,7,73
No,56,9,5,7,57
Yes,87,1,7,8,66
No,60,7,7,7,52
Yes,89,6,8,4,80
Yes,79,8,8,4,75
No,70,5,8,2,57
No,42,1,4,5,13
No,56,1,4,9,28
Yes,89,9,7,2,85
Yes,97,6,8,1,86
Yes,65,5,6,6,54
No,62,1,9,9,36
Yes,45,6,7,2,37
No,67,6,8,3,57
Yes,47,3,6,9,25
Yes,94,8,8,7,89
Yes,97,1,5,0,71
No,84,1,6,8,56
No,47,6,9,5,36
No,58,1,5,1,28
Yes,77,6,4,2,66
Yes,68,1,7,4,41
Yes,62,6,8,5,49
Yes,86,3,7,8,71
No,71,8,9,1,65
Yes,49,6,8,4,37
Yes,66,1,5,6,41
No,88,5,6,6,74
No,40,8,6,3,31
No,78,3,8,2,57
Yes,68,6,5,7,58
No,98,5,8,1,82
Yes,84,6,8,4,74
No,42,1,8,9,21
Yes,90,7,6,4,81
Yes,86,9,9,0,87
Yes,76,2,8,6,53
Yes,70,5,6,3,56
Yes,50,4,4,9,35
Yes,61,6,5,1,47
No,57,6,4,7,48
Yes,74,2,8,3,52
Yes,45,2,6,0,19
Yes,42,4,5,7,27
Yes,44,1,7,6,22
No,48,9,5,2,41
Yes,67,7,5,2,58
Yes,58,7,8,6,49
No,67,3,4,1,43
Yes,66,3,4,4,43
No,52,1,7,6,27
Yes,77,3,8,5,61
Yes,82,3,5,9,63
No,92,4,9,6,77
No,60,4,4,1,39
No,66,3,4,6,45
Yes,85,8,6,1,77
No,45,8,5,6,34
No,77,1,8,7,51
Yes,88,7,4,9,82
Yes,50,2,8,7,23
Yes,86,1,5,4,62
No,80,3,5,6,60
Yes,92,4,4,7,75
No,56,6,7,3,43
No,95,5,8,1,82
No,78,4,8,6,65
No,46,8,6,0,39
Yes,69,4,5,1,50
Yes,60,2,5,9,43
No,40,3,4,6,19
No,64,6,4,9,49
Yes,71,8,4,0,64
Yes,98,8,6,6,92
No,96,9,7,4,93
No,47,7,4,2,39
No,44,2,4,1,20
No,69,8,9,6,61
No,90,7,4,8,77
Yes,47,8,6,8,42
No,88,3,8,9,72
Yes,58,7,7,9,46
No,83,9,8,7,83
Yes,98,3,9,1,84
No,94,6,5,0,83
Yes,69,2,5,7,45
Yes,54,2,4,1,31
No,75,5,9,3,62
No,94,5,8,3,84
Yes,83,7,6,1,76
Yes,66,2,7,3,42
Yes,52,7,8,6,46
No,53,5,9,5,38
Yes,76,6,9,9,69
No,93,8,8,5,88
No,87,4,7,3,70
No,69,7,8,1,61
No,78,6,8,4,66
No,86,2,7,2,63
No,52,8,6,2,46
Yes,97,9,9,3,95
Yes,55,5,7,4,41
No,83,4,4,1,62
Yes,46,6,4,5,31
Yes,87,8,4,5,81
No,94,3,4,7,76
Yes,94,1,5,1,70
No,66,4,6,7,51
No,84,4,5,7,69
No,94,1,8,3,69
No,74,9,8,6,71
Yes,54,3,7,6,34
Yes,67,5,4,0,51
No,74,6,7,0,60
Yes,46,8,8,7,43
No,89,6,4,0,74
No,85,3,9,2,62
Yes,89,6,6,5,80
Yes,90,1,8,7,67
No,85,4,9,4,65
Yes,59,6,7,4,47
No,71,7,9,3,63
No,77,3,7,3,57
Yes,79,9,8,6,82
No,71,7,5,5,60
Yes,65,1,6,7,38
No,97,2,9,5,78
No,78,1,9,9,54
No,59,9,8,6,59
No,57,9,8,9,55
No,89,7,7,9,84
Yes,54,3,4,4,32
No,91,5,4,5,75
Yes,61,4,4,0,40
Yes,90,7,7,2,85
Yes,61,9,4,7,56
No,92,2,8,2,67
Yes,60,8,5,0,56
Yes,41,9,5,2,38
Yes,79,9,5,3,79
No,92,7,4,7,81
No,82,9,5,8,80
No,57,9,9,3,57
No,62,3,4,6,38
Yes,52,4,9,0,36
No,80,2,8,8,58
Yes,48,3,9,3,28
No,88,5,8,8,74
Yes,46,5,7,2,32
No,80,6,7,4,68
No,93,7,9,0,83
No,40,7,6,2,33
No,41,1,8,4,15
Yes,43,2,4,5,16
No,53,9,6,7,48
No,71,2,8,0,45
No,75,6,4,2,60
Yes,41,1,8,0,16
No,79,3,8,4,61
No,89,2,4,7,67
Yes,90,3,8,3,70
Yes,53,5,8,8,40
Yes,59,6,8,5,49
No,64,9,7,5,63
Yes,81,4,5,4,63
No,88,7,8,9,82
Yes,47,6,4,4,33
No,67,2,9,6,41
Yes,85,8,8,7,83
Yes,60,7,7,6,53
Yes,62,7,7,0,53
No,71,8,9,0,66
Yes,47,1,8,9,25
No,70,1,6,5,44
Yes,76,8,9,2,66
Yes,55,4,5,8,34
Yes,79,5,4,6,67
No,81,8,4,1,74
No,66,5,4,2,52
No,79,4,4,7,64
Yes,80,6,7,0,71
No,57,5,5,4,39
No,74,7,8,9,66
Yes,88,7,8,0,78
Yes,91,4,6,8,75
No,54,5,8,6,37
No,92,3,5,4,71
Yes,66,4,8,5,47
No,56,4,7,2,37
Yes,79,3,9,2,63
Yes,41,5,8,6,26
No,88,5,4,6,71
No,89,7,4,6,80
Yes,70,4,9,1,54
No,76,4,4,1,57
Yes,80,9,4,4,75
No,80,6,7,3,67
Yes,73,4,7,6,57
No,73,2,7,2,52
No,90,6,8,4,78
Yes,94,2,9,1,72
No,98,5,4,0,78
Yes,42,6,6,8,30
No,56,4,9,3,40
No,53,3,6,7,35
No,53,7,4,6,41
No,85,2,5,0,61
Yes,77,6,9,9,69
Yes,74,4,8,6,55
No,40,6,6,1,24
Yes,87,4,9,2,72
Yes,68,4,9,0,52
No,43,4,7,6,26
Yes,72,9,5,2,66
Yes,56,7,7,5,45
No,67,3,5,6,47
No,89,3,5,2,68
No,65,6,8,1,49
No,47,6,9,8,37
Yes,73,4,7,8,61
No,98,9,7,6,97
Yes,57,4,6,4,38
Yes,70,9,9,3,69
No,98,4,4,3,79
Yes,66,2,4,0,45
Yes,55,2,6,3,29
Yes,97,5,5,6,86
No,49,4,6,4,29
Yes,79,7,6,8,72
No,51,5,7,3,37
No,61,6,6,2,51
Yes,55,4,5,5,39
Yes,51,2,4,3,24
No,50,9,8,1,47
No,59,7,9,4,52
No,90,4,6,3,75
No,40,3,9,4,18
No,66,3,6,8,44
Yes,42,9,9,3,37
No,51,5,7,5,37
Yes,69,3,7,3,50
No,48,5,9,0,34
Yes,92,2,6,1,68
No,93,4,6,5,76
Yes,76,2,5,7,53
Yes,40,2,4,8,16
No,81,8,4,3,70
Yes,88,1,8,5,62
No,43,7,4,2,33
No,54,5,8,8,40
Yes,90,8,7,7,85
Yes,66,1,8,0,43
No,47,7,8,1,40
No,99,5,4,9,83
No,99,4,6,8,86
Yes,62,7,7,9,54
Yes,54,2,5,2,32
No,66,1,8,2,40
Yes,70,1,8,9,45
Yes,78,1,9,8,56
Yes,86,5,8,2,71
No,47,7,6,9,38
No,69,2,5,4,45
Yes,97,8,9,5,93
Yes,94,4,4,2,73
No,81,3,7,9,63
Yes,57,8,6,7,54
No,43,2,5,1,18
No,86,3,7,5,65
No,82,3,4,1,64
No,61,1,7,8,35
No,42,6,9,5,31
No,54,2,8,8,26
No,74,1,8,3,46
Yes,86,2,6,2,65
No,77,6,7,1,72
Yes,72,4,8,7,59
Yes,53,6,6,3,39
Yes,87,9,6,1,85
No,40,8,9,8,35
Yes,92,1,6,7,67
No,88,8,4,4,78
No,65,9,8,7,64
Yes,47,6,8,4,34
Yes,89,5,5,6,70
Yes,55,6,4,4,42
Yes,77,6,8,4,61
No,49,9,9,3,45
Yes,81,4,8,4,66
Yes,76,2,5,6,56
Yes,65,9,7,2,63
Yes,67,2,7,3,44
Yes,51,9,4,7,46
No,59,2,6,5,34
No,88,8,5,7,85
No,53,9,5,1,46
Yes,85,9,8,8,84
Yes,74,9,9,6,74
No,68,2,8,4,41
No,51,4,9,6,30
No,91,7,5,1,82
No,57,2,6,3,30
Yes,83,1,7,6,59
Yes,41,3,4,1,17
Yes,41,4,9,7,26
No,98,8,7,9,94
No,56,6,4,9,46
No,49,2,6,4,26
Yes,57,9,5,4,54
Yes,61,2,6,7,42
No,58,5,9,0,42
Yes,97,4,5,5,80
No,92,7,8,1,85
No,40,8,4,0,26
No,63,5,8,6,52
Yes,75,5,5,3,60
No,64,2,4,0,40
No,75,8,4,9,68
Yes,70,2,8,5,49
No,70,6,4,9,59
No,41,8,5,5,32
Yes,58,6,9,2,47
No,92,4,9,5,77
No,51,4,5,9,36
No,49,6,8,8,38
Yes,70,4,6,5,50
No,84,8,5,0,77
No,61,9,9,9,59
No,62,1,5,5,37
Yes,91,4,4,7,72
Yes,62,4,4,6,41
Yes,54,2,5,7,34
No,65,6,8,7,54
Yes,42,3,6,8,21
No,62,7,4,2,50
Yes,59,5,9,6,49
Yes,84,4,4,5,71
Yes,79,5,9,1,64
Yes,96,8,6,4,90
No,78,3,4,2,57
Yes,95,7,8,4,84
No,47,6,9,8,36
No,57,1,4,7,34
No,80,7,4,8,70
Yes,45,7,5,8,39
Yes,66,1,8,7,42
No,75,9,8,7,69
Yes,54,6,5,5,44
No,76,2,9,5,54
Yes,97,5,7,5,87
Yes,44,4,6,9,28
No,78,7,8,5,70
Yes,48,8,7,8,44
No,46,1,9,9,23
No,80,5,6,0,61
Yes,59,3,8,9,43
Yes,49,1,4,5,22
Yes,65,3,8,7,47
No,43,6,6,0,31
Yes,77,7,7,5,71
Yes,63,8,4,8,59
Yes,53,4,6,5,37
Yes,80,3,9,1,58
No,40,5,6,0,24
Yes,56,9,8,3,52
No,84,6,9,5,74
Yes,63,9,5,9,60
Yes,66,6,5,9,59
Yes,46,2,4,8,20
No,48,5,6,4,33
No,82,9,7,6,80
Yes,74,8,4,5,67
No,97,7,9,5,90
No,51,1,4,8,29
Yes,60,4,8,4,44
Yes,42,7,9,1,37
Yes,54,7,7,7,45
Yes,60,6,6,2,50
Yes,49,8,9,8,44
Yes,72,6,6,4,59
No,85,3,6,0,60
Yes,98,4,4,3,78
Yes,91,3,8,8,73
Yes,45,1,4,0,20
Yes,41,5,5,7,26
No,68,1,5,7,42
No,94,1,6,8,71
No,79,2,8,8,57
Yes,72,4,9,5,55
Yes,43,6,6,4,29
No,98,8,9,6,96
No,43,3,6,8,23
Yes,68,1,4,4,42
Yes,76,3,6,2,54
Yes,99,3,6,8,83
Yes,99,5,8,9,91
Yes,59,4,8,0,42
No,80,4,9,0,65
Yes,62,9,8,9,60
No,84,7,6,3,77
Yes,57,4,8,1,41
No,88,3,8,6,67
No,64,6,7,1,53
No,40,3,7,6,21
Yes,93,6,5,7,82
Yes,54,9,4,7,52
Yes,73,6,4,2,60
No,87,4,8,8,71
No,59,5,5,9,45
Yes,93,6,5,9,82
No,76,3,9,9,57
No,66,8,7,5,63
No,61,4,5,3,41
No,90,8,6,7,84
Yes,44,3,9,3,24
No,73,7,8,3,63
Yes,78,9,6,7,79
No,42,4,4,3,20
No,56,8,7,0,50
Yes,63,3,6,5,43
No,63,7,8,7,56
Yes,42,3,6,2,21
Yes,84,7,6,1,76
Yes,46,6,5,5,34
Yes,64,2,7,0,42
Yes,95,3,4,4,78
Yes,42,6,8,5,28
Yes,54,4,9,7,39
No,68,6,9,6,56
Yes,89,1,8,5,63
No,68,1,4,1,38
No,49,3,8,7,29
No,71,8,5,7,67
Yes,62,8,9,4,57
Yes,78,4,9,2,63
No,48,6,6,7,38
Yes,76,8,5,4,68
No,91,7,9,2,82
No,79,7,5,8,70
No,53,4,5,8,32
Yes,43,9,4,6,43
No,59,6,9,7,49
Yes,67,3,7,4,49
No,53,5,4,4,36
Yes,83,5,4,4,69
No,73,5,5,1,57
Yes,52,8,7,2,47
No,70,9,4,7,69
Yes,72,9,7,5,65
Yes,91,6,9,8,84
Yes,78,6,5,6,66
No,67,9,4,5,60
No,64,4,7,3,44
No,71,6,8,6,61
Yes,48,4,4,3,30
Yes,67,1,4,6,39
No,97,7,4,4,85
No,70,6,7,1,58
Yes,56,9,6,6,53
No,92,7,9,7,86
Yes,62,7,4,9,55
Yes,52,2,8,1,32
Yes,94,9,8,5,94
No,49,9,5,3,41
Yes,55,6,6,4,43
No,45,3,6,0,25
Yes,87,1,7,5,64
No,50,4,5,7,37
No,97,3,7,1,79
Yes,91,1,5,0,62
Yes,42,3,9,8,21
Yes,67,4,6,1,49
Yes,80,8,9,7,77
No,54,9,7,4,50
No,99,3,5,1,79
No,52,6,6,4,35
No,81,5,6,8,66
No,91,6,4,5,74
Yes,95,4,7,2,77
Yes,84,6,4,7,72
No,56,7,6,0,48
Yes,46,9,7,8,42
Yes,67,7,7,8,59
Yes,77,6,9,3,66
Yes,52,1,8,7,27
Yes,99,2,5,2,75
Yes,56,1,8,5,31
No,54,9,8,9,51
Yes,75,9,6,9,74
Yes,67,7,9,7,63
No,54,2,5,8,31
No,85,6,8,7,79
No,92,4,8,8,77
Yes,50,1,7,3,26
No,95,1,6,9,69
Yes,70,5,8,0,56
No,43,2,5,6,18
Yes,74,4,4,9,55
Yes,73,1,4,3,45
No,91,4,6,0,74
Yes,66,6,4,2,56
Yes,49,4,7,6,34
Yes,69,1,7,2,44
Yes,84,7,5,0,73
No,59,2,9,6,38
No,68,9,6,7,64
No,97,3,6,4,75
Yes,92,8,4,5,84
No,68,8,8,2,62
No,62,3,8,4,41
Yes,96,4,9,2,81
No,89,2,8,1,66
No,60,4,9,6,45
No,87,9,5,9,84
Yes,82,2,6,6,60
No,49,3,4,7,26
No,80,4,5,0,64
No,51,5,7,1,32
Yes,69,1,7,1,48
Yes,90,7,7,2,83
No,72,7,9,6,62
No,57,9,9,6,55
No,53,4,6,6,36
Yes,61,6,7,0,52
Yes,60,2,9,1,35
No,40,4,9,7,21
No,88,2,8,8,67
Yes,82,5,9,9,71
Yes,91,7,7,6,87
No,99,1,5,0,70
Yes,54,7,7,3,43
No,75,6,8,9,69
No,86,6,7,7,75
Yes,93,8,4,4,85
No,61,8,8,0,56
No,71,6,6,6,55
No,97,3,7,5,78
No,85,5,9,8,71
No,93,2,5,3,68
No,72,5,7,3,60
No,97,9,5,7,95
Yes,80,1,4,3,51
Yes,98,5,6,2,84
No,78,6,9,6,68
Yes,62,7,8,4,54
No,82,9,8,8,79
No,94,6,6,4,83
Yes,41,5,4,8,28
No,41,7,4,5,31
No,77,1,7,5,50
Yes,94,5,4,5,79
Yes,90,2,7,6,64
Yes,68,4,5,3,53
Yes,91,7,6,3,81
Yes,85,5,5,8,70
Yes,99,6,5,6,85
No,42,2,5,9,20
Yes,78,3,5,5,60
Yes,46,7,8,0,36
No,75,2,4,6,49
No,68,6,6,5,56
Yes,94,5,6,3,79
No,76,1,9,7,53
No,88,4,5,6,70
No,97,2,6,7,74
No,75,4,7,8,60
No,62,1,6,0,32
No,84,2,5,2,59
No,55,8,6,1,48
Yes,87,6,4,2,74
No,70,2,5,1,46
Yes,73,6,8,5,63
No,89,9,4,8,87
No,40,7,6,1,29
Yes,57,9,8,3,51
No,97,5,9,4,81
No,79,7,4,4,70
Yes,82,7,9,0,75
No,95,3,7,5,75
No,95,7,4,4,85
Yes,54,1,8,5,28
Yes,87,9,9,3,84
No,88,6,7,5,76
Yes,56,5,9,8,43
No,83,7,6,0,73
No,49,5,5,5,33
Yes,59,5,9,0,45
Yes,45,7,6,6,38
Yes,47,7,5,3,39
Yes,84,3,5,5,67
No,73,3,8,6,53
Yes,71,3,7,4,50
Yes,90,6,7,8,80
No,93,6,4,7,80
No,81,3,6,2,60
No,43,3,8,0,23
No,83,8,9,9,80
No,89,8,6,7,83
No,78,7,9,3,72
No,59,4,9,6,46
No,63,4,9,3,45
No,63,3,4,6,42
Yes,94,5,4,0,78
Yes,65,3,8,0,43
No,64,8,4,1,55
Yes,75,7,8,4,67
No,46,3,4,9,28
No,49,9,7,5,48
No,97,5,8,1,81
No,86,9,7,0,84
Yes,51,7,7,8,41
Yes,40,7,8,6,31
No,91,6,6,7,83
Yes,89,2,5,5,70
Yes,64,9,4,8,57
No,55,6,9,7,45
No,44,8,4,3,37
Yes,58,1,9,4,33
Yes,43,5,6,1,28
No,45,1,5,0,16
No,65,8,6,5,60
Yes,88,8,5,2,81
No,78,1,8,3,54
No,95,9,8,0,94
No,94,2,9,5,74
Yes,78,9,7,7,76
Yes,48,1,7,9,19
No,84,9,9,3,83
Yes,91,4,8,9,73
No,53,9,9,7,52
Yes,87,7,7,9,81
Yes,94,6,9,2,84
Yes,48,5,8,6,35
No,54,9,6,2,53
No,76,2,4,5,55
No,89,2,8,3,66
Yes,92,9,9,5,87
No,59,3,8,6,43
No,47,8,8,7,39
No,71,9,7,5,68
No,86,8,9,3,81
Yes,60,4,7,8,45
No,96,1,9,6,75
No,80,4,7,8,64
Yes,58,9,7,2,54
No,68,2,6,4,45
Yes,97,3,8,0,75
Yes,70,8,6,7,64
Yes,93,6,7,0,81
No,45,8,6,0,39
Yes,43,7,8,6,38
Yes,82,5,8,7,72
Yes,68,9,7,2,67
No,81,4,8,1,66
Yes,42,6,6,6,32
Yes,40,2,5,9,17
Yes,83,2,8,4,59
No,94,2,6,0,70
Yes,54,7,6,1,41
Yes,86,2,6,2,62
No,60,2,8,5,38
No,85,9,5,0,81
No,97,7,7,7,88
Yes,70,3,7,1,46
Yes,46,3,8,4,25
Yes,56,7,8,7,48
Yes,95,5,4,4,81
No,58,6,9,7,49
Yes,78,8,5,5,72
No,99,9,6,6,96
Yes,42,1,9,7,17
Yes,69,3,6,2,48
Yes,74,7,9,4,69
No,97,6,7,9,85
No,96,7,9,6,85
No,68,8,8,8,64
No,89,6,5,5,79
Yes,91,3,7,9,74
Yes,93,2,9,0,69
Yes,53,7,5,7,44
Yes,74,1,8,5,50
Yes,67,3,6,0,48
No,97,4,4,3,77
No,69,1,5,5,46
Yes,65,5,6,9,51
Yes,46,3,5,0,23
Yes,78,2,5,9,56
Yes,70,3,5,4,47
No,44,8,8,2,42
Yes,74,6,7,6,64
Yes,89,7,5,7,80
Yes,86,6,8,2,73
Yes,91,6,4,9,80
No,53,3,7,2,34
Yes,75,8,8,2,69
No,66,7,4,5,54
No,63,7,7,5,56
Yes,79,6,8,2,66
Yes,68,5,4,5,53
Yes,92,8,8,8,89
Yes,84,5,4,7,70
Yes,61,9,5,6,59
No,47,9,5,6,41
No,54,1,7,7,28
No,88,6,4,6,75
No,44,7,5,2,34
No,91,3,7,7,68
Yes,43,7,6,7,32
Yes,50,7,5,0,44
No,57,2,5,9,35
Yes,81,7,9,4,74
Yes,88,1,8,4,64
No,69,5,6,0,57
No,54,9,4,5,46
No,45,7,7,5,36
Yes,94,7,6,3,85
No,92,2,4,5,71
No,55,8,5,5,49
Yes,86,3,9,0,71
Yes,79,8,7,4,76
No,48,3,7,1,26
Yes,82,7,6,6,74
No,98,2,8,8,78
Yes,73,4,4,8,59
No,66,6,9,8,55
Yes,52,9,9,6,51
Yes,75,5,6,6,57
Yes,66,9,8,0,63
No,48,5,8,5,37
No,44,8,8,4,41
No,90,1,7,7,67
Yes,61,7,4,7,56
Yes,70,4,4,3,51
Yes,42,5,6,0,26
No,69,6,5,5,56
Yes,60,5,6,9,48
No,74,1,4,0,52
No,45,9,7,4,42
No,67,2,6,4,41
No,71,9,5,2,64
No,81,2,9,4,57
Yes,76,9,6,5,72
Yes,64,6,8,4,52
Yes,71,9,5,0,67
Yes,74,6,8,6,61
Yes,61,6,7,2,51
Yes,63,2,4,6,42
No,78,8,6,4,71
Yes,93,3,6,2,74
No,69,7,8,5,62
No,89,5,8,0,76
No,71,3,4,5,50
No,70,1,6,3,42
No,62,8,4,3,55
Yes,79,3,8,4,60
Yes,72,2,9,8,52
Yes,64,1,8,0,36
No,75,4,5,2,53
Yes,63,8,8,3,54
Yes,70,3,8,1,47
No,97,1,9,8,70
No,78,4,4,6,62
Yes,85,9,5,0,82
No,52,1,5,8,26
No,49,2,6,5,25
No,62,9,9,1,55
Yes,57,2,7,0,34
No,71,3,6,5,51
No,72,7,6,6,63
No,75,3,6,9,54
No,67,9,5,5,62
No,55,6,4,6,43
Yes,55,3,8,5,34
Yes,57,9,5,7,56
No,47,1,8,1,24
No,81,3,8,8,65
Yes,55,1,7,8,31
Yes,94,2,6,8,72
No,95,8,7,6,90
No,50,7,6,8,43
Yes,45,2,5,0,23
No,40,2,8,2,18
No,51,9,7,1,44
Yes,96,6,9,0,84
Yes,77,5,5,4,62
Yes,67,6,5,0,56
Yes,84,9,9,2,87
No,97,7,6,5,89
No,56,9,8,5,55
No,40,4,6,2,18
No,71,2,6,3,46
Yes,47,8,5,6,42
Yes,93,4,6,5,72
No,79,9,4,1,75
No,95,4,9,8,79
No,82,8,9,5,78
Yes,85,9,8,1,81
Yes,63,9,9,6,63
Yes,49,4,6,9,35
No,86,1,6,9,63
No,78,3,7,3,59
No,78,9,8,0,76
Yes,49,4,8,9,33
No,75,5,9,8,62
Yes,64,7,6,9,58
No,99,5,4,7,82
No,89,4,7,4,73
Yes,98,2,4,2,75
Yes,96,2,6,3,71
No,49,4,8,2,30
Yes,58,9,8,9,58
Yes,85,8,4,7,80
Yes,84,3,5,4,65
Yes,54,9,6,7,51
Yes,55,5,8,0,44
No,41,3,9,8,23
No,68,5,5,9,56
No,43,4,8,2,25
No,92,8,9,0,89
Yes,89,5,8,2,75
No,68,8,5,1,60
Yes,70,9,4,6,64
No,56,4,6,9,40
No,49,7,5,3,37
Yes,66,2,5,6,42
No,92,6,8,2,78
No,80,8,9,5,72
No,54,7,5,6,44
No,99,7,6,6,89
No,83,8,4,4,77
No,70,7,9,5,62
No,60,5,4,2,46
Yes,99,7,4,3,94
No,98,3,6,5,80
No,97,5,8,2,83
No,80,7,9,6,74
No,85,9,9,2,85
No,84,2,6,8,61
No,99,4,9,3,85
Yes,65,7,5,1,58
No,77,1,7,5,52
No,90,2,7,8,69
Yes,75,9,7,9,78
Yes,91,7,4,9,82
No,56,7,9,1,47
No,90,6,6,3,79
No,42,3,9,4,21
Yes,53,3,6,8,33
Yes,88,2,9,6,65
No,52,6,4,4,35
No,80,4,5,5,63
Yes,66,5,7,8,50
Yes,40,3,7,3,18
Yes,96,6,9,1,88
Yes,56,3,4,4,35
No,87,8,7,6,82
Yes,89,9,9,3,87
Yes,73,4,8,0,59
No,53,9,9,7,56
Yes,93,7,6,4,86
No,94,3,7,9,70
Yes,98,7,7,1,90
No,56,1,8,2,28
Yes,42,3,5,9,21
No,73,6,9,9,64
No,79,4,5,4,61
Yes,64,7,9,3,54
No,41,3,8,8,20
No,73,1,5,8,49
Yes,65,9,4,7,65
No,70,6,8,1,61
No,48,8,9,4,40
Yes,69,3,6,7,49
Yes,59,8,6,7,52
No,60,2,6,6,38
No,68,4,9,3,51
No,98,3,7,2,76
No,64,1,8,7,42
No,77,7,8,7,68
Yes,97,2,5,9,77
No,83,4,8,4,65
Yes,64,9,8,2,63
Yes,48,6,5,4,35
Yes,78,8,8,3,71
Yes,83,2,8,7,64
No,65,7,4,1,53
No,96,6,9,7,87
No,76,9,5,9,71
Yes,55,7,4,5,43
Yes,76,1,7,3,54
No,51,8,5,2,44
Yes,63,3,9,9,45
No,65,2,8,4,42
Yes,59,3,8,5,38
Yes,48,6,4,0,36
Yes,62,3,4,0,43
Yes,78,5,7,9,67
Yes,68,6,7,2,58
Yes,70,8,9,1,64
Yes,58,7,8,0,51
No,59,8,6,7,57
No,62,3,7,0,40
Yes,82,4,8,9,68
Yes,66,6,7,7,58
No,69,7,5,4,63
Yes,60,9,4,3,56
No,83,1,8,7,60
No,74,8,7,7,68
No,88,8,4,7,82
No,46,6,6,2,33
No,61,4,7,7,47
Yes,49,3,8,0,32
Yes,62,3,5,3,39
No,54,6,4,4,41
Yes,69,8,4,5,61
No,73,7,5,4,63
Yes,52,1,8,4,27
Yes,99,6,9,4,88
Yes,43,7,6,8,35
Yes,57,7,9,9,48
Yes,95,9,5,9,95
Yes,62,5,6,2,48
Yes,72,1,8,1,45
Yes,73,2,7,9,49
No,73,4,7,1,57
No,75,5,9,7,61
Yes,74,9,8,4,75
Yes,56,1,6,4,26
Yes,67,3,9,5,47
No,53,5,5,8,37
Yes,73,3,9,6,55
Yes,87,4,8,4,73
No,50,3,8,4,30
No,96,4,7,9,80
No,52,1,5,8,24
Yes,72,8,7,8,66
No,96,4,6,1,77
Yes,94,7,6,6,86
No,41,2,4,9,13
Yes,73,2,8,0,52
Yes,92,6,5,3,80
Yes,68,2,5,1,44
No,76,6,7,9,68
Yes,43,2,9,8,23
Yes,51,4,9,5,36
Yes,65,7,7,3,58
No,97,8,9,2,91
Yes,67,3,5,3,48
Yes,42,9,7,1,40
Yes,59,2,9,4,33
Yes,49,8,4,8,46
No,91,8,8,5,87
Yes,57,4,4,1,39
No,92,1,9,5,70
No,92,1,6,8,67
Yes,92,2,5,3,68
No,66,9,4,0,61
No,70,2,4,1,51
No,66,2,7,4,43
Yes,81,6,7,9,70
No,40,7,7,6,34
No,45,7,9,7,33
Yes,50,9,6,2,46
Yes,73,6,4,8,60
No,78,8,8,1,73
No,59,6,7,3,47
No,92,2,6,3,67
Yes,60,1,9,5,37
No,60,5,6,9,44
Yes,57,9,7,5,55
No,60,8,5,2,52
No,58,4,4,8,42
Yes,43,5,7,4,28
No,52,5,8,1,31
Yes,57,6,4,5,42
No,91,3,6,2,71
Yes,68,5,8,7,54
Yes,64,2,4,2,42
No,95,1,8,4,68
Yes,52,1,6,3,27
No,66,7,7,3,59
Yes,99,2,8,1,77
Yes,58,4,7,7,43
Yes,88,5,6,2,73
No,40,7,6,3,31
Yes,77,2,8,5,55
Yes,58,6,8,8,49
Yes,91,1,6,3,65
No,40,7,8,2,30
No,79,9,8,4,75
Yes,56,5,8,8,43
Yes,60,5,9,0,49
No,61,4,8,4,44
Yes,54,3,4,3,35
Yes,89,9,6,4,88
Yes,78,5,6,6,65
Yes,87,8,5,6,82
Yes,78,9,7,6,76
Yes,71,5,5,0,54
No,88,9,8,8,90
Yes,43,2,8,6,23
Yes,83,9,4,3,79
No,84,4,4,3,65
No,71,6,4,1,59
No,43,6,4,5,28
No,92,6,4,9,79
Yes,40,2,4,2,11
No,72,7,4,0,61
Yes,46,6,4,4,36
No,48,1,9,5,22
No,40,2,4,4,20
No,55,7,6,4,45
Yes,57,1,4,9,32
No,93,1,7,7,68
No,86,1,4,9,55
No,45,8,9,0,38
Yes,41,4,8,7,23
Yes,48,4,9,6,33
No,43,2,9,0,22
Yes,84,1,8,8,60
No,62,9,4,3,58
Yes,93,7,4,6,84
No,82,4,8,2,67
Yes,84,6,7,7,79
No,82,2,5,3,61
Yes,90,7,6,1,80
Yes,47,2,8,1,27
No,78,8,4,7,72
No,64,8,6,7,61
Yes,55,1,4,0,25
No,74,8,5,5,67
No,56,2,5,8,33
No,57,6,8,8,46
No,99,1,6,1,73
Yes,66,5,9,7,54
No,54,7,6,7,44
Yes,99,1,9,3,74
Yes,56,2,5,3,31
No,82,7,4,4,73
No,44,6,9,9,34
Yes,55,3,9,6,36
No,54,2,8,0,27
No,81,4,7,8,66
Yes,85,3,5,2,66
Yes,73,7,9,3,64
Yes,87,8,5,6,82
No,58,2,8,4,34
No,47,7,4,4,38
